Profiling Info for Benchmark Initialization:
============================== Run Order ==============================
node type, first, avg_ms, %, cdf%, mem KB, times called, name
ModifyGraphWithDelegate, 0.685, 0.5155, 61.9591%, 61.9591%, 0, 2, ModifyGraphWithDelegate/0
AllocateTensors, 0.433, 0.3165, 38.0409%, 100%, 0, 2, AllocateTensors/0

============================== Top by Computation Time ==============================
node type, first, avg_ms, %, cdf%, mem KB, times called, name
ModifyGraphWithDelegate, 0.685, 0.5155, 61.9591%, 61.9591%, 0, 2, ModifyGraphWithDelegate/0
AllocateTensors, 0.433, 0.3165, 38.0409%, 100%, 0, 2, AllocateTensors/0

Number of nodes executed: 2
============================== Summary by node type ==============================
node type, count, avg_ms, avg %, cdf %, mem KB, times called
ModifyGraphWithDelegate, 1, 1.031, 61.9591%, 61.9591%, 0, 2
AllocateTensors, 1, 0.633, 38.0409%, 100%, 0, 2

Timings (microseconds): count=1 curr=1664
Memory (bytes): count=0
2 nodes observed


Operator-wise Profiling Info for Regular Benchmark Runs:
============================== Run Order ==============================
node type, first, avg_ms, %, cdf%, mem KB, times called, name
QUANTIZE, 0.007, 0.00532, 0.0221519%, 0.0221519%, 0, 1, [serving_default_conv1d_input:0_int16]:0
EXPAND_DIMS, 0.001, 0.00074, 0.00308128%, 0.0252332%, 0, 1, [cnn/conv1d/Conv1D/ExpandDims]:1
CONV_2D, 0.742, 0.70254, 2.9253%, 2.95054%, 0, 1, [cnn/conv1d/Relu;cnn/conv1d/BiasAdd;cnn/conv1d/Conv1D/Squeeze;cnn/conv1d/BiasAdd/ReadVariableOp;cnn/conv1d/Conv1D]:2
RESHAPE, 0.001, 0.00078, 0.00324784%, 2.95378%, 0, 1, [cnn/conv1d/Relu;cnn/conv1d/BiasAdd;cnn/conv1d/Conv1D/Squeeze;cnn/conv1d/BiasAdd/ReadVariableOp]:3
EXPAND_DIMS, 0.001, 0.00028, 0.00116589%, 2.95495%, 0, 1, [cnn/max_pooling1d/ExpandDims]:4
MAX_POOL_2D, 0.106, 0.10644, 0.443205%, 3.39815%, 0, 1, [cnn/max_pooling1d/MaxPool]:5
RESHAPE, 0, 0.00048, 0.00199867%, 3.40015%, 0, 1, [cnn/max_pooling1d/Squeeze1]:6
EXPAND_DIMS, 0, 0.00022, 0.000916057%, 3.40107%, 0, 1, [cnn/conv1d_1/Conv1D/ExpandDims]:7
CONV_2D, 0.854, 0.86, 3.58095%, 6.98202%, 0, 1, [cnn/conv1d_1/Relu;cnn/conv1d_1/BiasAdd;cnn/conv1d_1/Conv1D/Squeeze;cnn/conv1d_1/BiasAdd/ReadVariableOp;cnn/conv1d_1/Conv1D]:8
RESHAPE, 0, 0.00024, 0.000999335%, 6.98302%, 0, 1, [cnn/conv1d_1/Relu;cnn/conv1d_1/BiasAdd;cnn/conv1d_1/Conv1D/Squeeze;cnn/conv1d_1/BiasAdd/ReadVariableOp]:9
EXPAND_DIMS, 0.001, 0.00032, 0.00133245%, 6.98435%, 0, 1, [cnn/max_pooling1d_1/ExpandDims]:10
MAX_POOL_2D, 0.208, 0.10354, 0.43113%, 7.41548%, 0, 1, [cnn/max_pooling1d_1/MaxPool]:11
RESHAPE, 0.001, 0.00026, 0.00108261%, 7.41656%, 0, 1, [cnn/max_pooling1d_1/Squeeze1]:12
EXPAND_DIMS, 0, 0.00026, 0.00108261%, 7.41764%, 0, 1, [cnn/conv1d_2/Conv1D/ExpandDims]:13
CONV_2D, 1.405, 1.3602, 5.66373%, 13.0814%, 0, 1, [cnn/conv1d_2/Relu;cnn/conv1d_2/BiasAdd;cnn/conv1d_2/Conv1D/Squeeze;cnn/conv1d_2/BiasAdd/ReadVariableOp;cnn/conv1d_2/Conv1D]:14
RESHAPE, 0.001, 0.00058, 0.00241506%, 13.0838%, 0, 1, [cnn/conv1d_2/Relu;cnn/conv1d_2/BiasAdd;cnn/conv1d_2/Conv1D/Squeeze;cnn/conv1d_2/BiasAdd/ReadVariableOp]:15
EXPAND_DIMS, 0, 0.00028, 0.00116589%, 13.085%, 0, 1, [cnn/max_pooling1d_2/ExpandDims]:16
MAX_POOL_2D, 0.099, 0.0986, 0.41056%, 13.4955%, 0, 1, [cnn/max_pooling1d_2/MaxPool]:17
RESHAPE, 0.001, 0.00032, 0.00133245%, 13.4968%, 0, 1, [cnn/max_pooling1d_2/Squeeze1]:18
EXPAND_DIMS, 0, 0.0002, 0.000832779%, 13.4977%, 0, 1, [cnn/conv1d_3/Conv1D/ExpandDims]:19
CONV_2D, 2.331, 2.33648, 9.72886%, 23.2265%, 0, 1, [cnn/conv1d_3/Relu;cnn/conv1d_3/BiasAdd;cnn/conv1d_3/Conv1D/Squeeze;cnn/conv1d_3/BiasAdd/ReadVariableOp;cnn/conv1d_3/Conv1D]:20
RESHAPE, 0, 0.00032, 0.00133245%, 23.2279%, 0, 1, [cnn/conv1d_3/Relu;cnn/conv1d_3/BiasAdd;cnn/conv1d_3/Conv1D/Squeeze;cnn/conv1d_3/BiasAdd/ReadVariableOp]:21
EXPAND_DIMS, 0, 0.00024, 0.000999335%, 23.2289%, 0, 1, [cnn/max_pooling1d_3/ExpandDims]:22
MAX_POOL_2D, 0.098, 0.09834, 0.409477%, 23.6383%, 0, 1, [cnn/max_pooling1d_3/MaxPool]:23
RESHAPE, 0.001, 0.00042, 0.00174884%, 23.6401%, 0, 1, [cnn/max_pooling1d_3/Squeeze1]:24
EXPAND_DIMS, 0, 0.00034, 0.00141572%, 23.6415%, 0, 1, [cnn/conv1d_4/Conv1D/ExpandDims]:25
CONV_2D, 4.41, 4.4107, 18.3657%, 42.0072%, 0, 1, [cnn/conv1d_4/Relu;cnn/conv1d_4/BiasAdd;cnn/conv1d_4/Conv1D/Squeeze;cnn/conv1d_4/BiasAdd/ReadVariableOp;cnn/conv1d_4/Conv1D]:26
RESHAPE, 0.001, 0.00034, 0.00141572%, 42.0086%, 0, 1, [cnn/flatten/Reshape]:27
FULLY_CONNECTED, 13.216, 13.2202, 55.0474%, 97.056%, 0, 1, [cnn/dense/MatMul;cnn/dense/Relu;cnn/dense/BiasAdd]:28
FULLY_CONNECTED, 0.699, 0.70248, 2.92505%, 99.9811%, 0, 1, [cnn/dense_1/MatMul;cnn/dense_1/Relu;cnn/dense_1/BiasAdd]:29
FULLY_CONNECTED, 0.002, 0.0022, 0.00916057%, 99.9903%, 0, 1, [StatefulPartitionedCall:0_int16]:30
DEQUANTIZE, 0.003, 0.00234, 0.00974351%, 100%, 0, 1, [StatefulPartitionedCall:0]:31

============================== Top by Computation Time ==============================
node type, first, avg_ms, %, cdf%, mem KB, times called, name
FULLY_CONNECTED, 13.216, 13.2202, 55.0474%, 55.0474%, 0, 1, [cnn/dense/MatMul;cnn/dense/Relu;cnn/dense/BiasAdd]:28
CONV_2D, 4.41, 4.4107, 18.3657%, 73.4131%, 0, 1, [cnn/conv1d_4/Relu;cnn/conv1d_4/BiasAdd;cnn/conv1d_4/Conv1D/Squeeze;cnn/conv1d_4/BiasAdd/ReadVariableOp;cnn/conv1d_4/Conv1D]:26
CONV_2D, 2.331, 2.33648, 9.72886%, 83.142%, 0, 1, [cnn/conv1d_3/Relu;cnn/conv1d_3/BiasAdd;cnn/conv1d_3/Conv1D/Squeeze;cnn/conv1d_3/BiasAdd/ReadVariableOp;cnn/conv1d_3/Conv1D]:20
CONV_2D, 1.405, 1.3602, 5.66373%, 88.8057%, 0, 1, [cnn/conv1d_2/Relu;cnn/conv1d_2/BiasAdd;cnn/conv1d_2/Conv1D/Squeeze;cnn/conv1d_2/BiasAdd/ReadVariableOp;cnn/conv1d_2/Conv1D]:14
CONV_2D, 0.854, 0.86, 3.58095%, 92.3867%, 0, 1, [cnn/conv1d_1/Relu;cnn/conv1d_1/BiasAdd;cnn/conv1d_1/Conv1D/Squeeze;cnn/conv1d_1/BiasAdd/ReadVariableOp;cnn/conv1d_1/Conv1D]:8
